Question,Answer
"A popular video game starts with 100 players on an island. Every 5 minutes, one-quarter of the remaining players are eliminated. How many players will remain on the island after 20 minutes of gameplay?","After 5 minutes, there will be 100 - (100 * 1/4) = 100 - 25 = <<100-25=75>>75 players remaining.
After 10 minutes, there will be 75 - (75 * 1/4) = 75 - 18.75 = <<75-18.75=56.25>>56 players remaining. 
After 15 minutes, there will be 56 - (56 * 1/4) = 56 - 14 = <<56-14=42>>42 players remaining.
After 20 minutes, there will be 42 - (42 * 1/4) = 42 - 10.5 = <<42-10.5=31.5>>32 players remaining on the island.
#### 32"
"A small business owner is trying to save up money to buy a new piece of equipment. She currently has $5,000 saved up, and plans to save an additional $500 per month. The equipment she wants to buy costs $20,000. Assuming she continues to save at this rate, how much money will she have saved up after 2 years?","The business owner saves $500 each month. In one year, she will save 500*12=<<500*12=6000>>$6,000.
In two years, she will save 6000*2=<<6000*2=12000>>$12,000 in addition to the $5,000 she already has saved.
So after 2 years, she will have saved a total of 12000+5000=<<12000+5000=17000>>$17,000.
#### 17000"
"A village has a population of 1,200 people. The population is growing at a rate of 5% per year. If this growth rate remains constant, what will the population of the village be after 6 years?","Start with the initial population of 1,200.
After 1 year: 1,200 * 1.05 = <<1200*1.05=1260>>1,260
After 2 years: 1,260 * 1.05 = <<1260*1.05=1323>>1,323
After 3 years: 1,323 * 1.05 = <<1323*1.05=1389>>1,389
After 4 years: 1,389 * 1.05 = <<1389*1.05=1459>>1,459
After 5 years: 1,459 * 1.05 = <<1459*1.05=1532>>1,532
After 6 years: 1,532 * 1.05 = <<1532*1.05=1609>>1,609
Therefore, after 6 years, the population of the village will be approximately 1,609 people.
#### 1609"
"A company produces 500 widgets in its first year of operation. Each year after that, the company's production increases by 20% over the previous year's production. How many widgets will the company produce in its fifth year of operation?","In the first year, the company produces 500 widgets.
In the second year, the company produces 500*1.2=<<500*1.2=600>>600 widgets.
In the third year, the company produces 600*1.2=<<600*1.2=720>>720 widgets. 
In the fourth year, the company produces 720*1.2=<<720*1.2=864>>864 widgets.
In the fifth year, the company produces 864*1.2=<<864*1.2=1036.8>>1037 widgets (rounded to the nearest whole number).
#### 1037"
"A small tree is planted in a park and grows at a rate of 20% each year. If the tree starts at a height of 5 feet, how tall will the tree be after 6 years of growth?","After 1 year, the tree will be 120% of its original height. 5 * 1.2 = <<5*1.2=6>>6 feet tall
After 2 years, the tree will be 120% of its previous year's height. 6 * 1.2 = <<6*1.2=7.2>>7.2 feet, rounded to 7 feet tall
After 3 years, the tree will be 120% of its previous year's height. 7.2 * 1.2 = <<7.2*1.2=8.64>>8.64 feet, rounded to 9 feet tall 
After 4 years, the tree will be 120% of its previous year's height. 8.64 * 1.2 = <<8.64*1.2=10.37>>10.37 feet, rounded to 10 feet tall
After 5 years, the tree will be 120% of its previous year's height. 10.37 * 1.2 = <<10.37*1.2=12.44>>12.44 feet, rounded to 12 feet tall
After 6 years, the tree will be 120% of its previous year's height. 12.44 * 1.2 = <<12.44*1.2=14.93>>14.93 feet, rounded to 15 feet tall
#### 15"
"A small business is experiencing steady growth in its customer base. When they first opened, they had 50 customers. Each month, they gain 20% more customers. How many customers will the business have after 6 months of growth?","The business starts with 50 customers.
After 1 month, they will have 50 * 1.20 = <<50*1.20=60>>60 customers.
After 2 months, they will have 60 * 1.20 = <<60*1.20=72>>72 customers.
After 3 months, they will have 72 * 1.20 = <<72*1.20=86.4>>86 customers.
After 4 months, they will have 86 * 1.20 = <<86*1.20=103.2>>103 customers.
After 5 months, they will have 103 * 1.20 = <<103*1.20=123.6>>124 customers.
After 6 months, they will have 124 * 1.20 = <<124*1.20=148.8>>149 customers.
#### 149"
"A small village has a population of 120 people. Each year, the population grows by 5%. After 3 years of growth, a new settlement is established nearby, and 60 people move out of the original village to the new settlement. How many people remain in the original village after the 3 years of growth and the establishment of the new settlement?","After 1 year, the population will be 120 * 1.05 = <<120*1.05=126>>126 people.
After 2 years, the population will be 126 * 1.05 = <<126*1.05=132.3>>132 people.
After 3 years, the population will be 132 * 1.05 = <<132*1.05=138.6>>139 people.
After 60 people move out, the remaining population in the original village is 139 - 60 = <<139-60=79>>79 people.
#### 79"
"A YouTube channel currently has 1000 subscribers. The owner notices that the channel gains subscribers at a rate of 20% each month. Assuming this growth rate remains constant, how many total subscribers will the channel have after 6 months?","Month 1: 1000 * 1.20 = <<1000*1.20=1200>>1200 subscribers
Month 2: 1200 * 1.20 = <<1200*1.20=1440>>1440 subscribers 
Month 3: 1440 * 1.20 = <<1440*1.20=1728>>1728 subscribers
Month 4: 1728 * 1.20 = <<1728*1.20=2074>>2074 subscribers (rounded to nearest whole number)
Month 5: 2074 * 1.20 = <<2074*1.20=2489>>2489 subscribers (rounded to nearest whole number)
Month 6: 2489 * 1.20 = <<2489*1.20=2987>>2987 subscribers (rounded to nearest whole number)
After 6 months, assuming a constant 20% growth rate per month, the YouTube channel will have approximately 2987 total subscribers.
#### 2987"
"A village's population starts at 200 people and grows by 15% each year. After 3 years, a neighboring town of 100 people joins the village. The combined population then continues to grow at the same 15% rate per year. What will the village's population be 2 years after the towns combined?","The village population after 1 year is 200 * 1.15 = <<200*1.15=230>>230 people.
After 2 years, it's 230 * 1.15 = <<round(230*1.15)=265>>265 people. 
After 3 years, it's 265 * 1.15 = <<round(265*1.15)=305>>305 people.
The combined population after the towns join is 305 + 100 = <<305+100=405>>405 people.
After 1 more year, the population is 405 * 1.15 = <<round(405*1.15)=466>>466 people.
After 2 years, the population is 466 * 1.15 = <<round(466*1.15)=536>>536 people.
#### 536"
"Grace's garden starts with 5 plants. Each year, the number of plants in her garden triples. After 4 years, Grace decides to remove a quarter of the plants in her garden. How many plants will Grace's garden have at this point?","After the first year, Grace's garden will have 5*3=<<5*3=15>>15 plants.
After the second year, Grace's garden will have 15*3=<<15*3=45>>45 plants.
After the third year, Grace's garden will have 45*3=<<45*3=135>>135 plants.
After the fourth year, Grace's garden will have 135*3=<<135*3=405>>405 plants.
After removing a quarter of the plants, Grace's garden will have 405*0.75=<<405*0.75=303.75>>304 plants (rounded to the nearest whole number).
#### 304"
"A science lab is studying the growth of a rare bacteria culture. The lab starts with 500 bacteria cells. Each hour, the number of bacteria cells triples. After a certain number of hours, the scientists remove 1/5 of the total bacteria cells to study them. How many bacteria cells remain in the lab after this removal if the cells tripled 4 times before the removal?","The lab starts with 500 bacteria cells.
After 1 hour (1 triple), there would be 500 * 3 = <<500*3=1500>>1500 bacteria cells.
After 2 hours (2 triples), there would be 1500 * 3 = <<1500*3=4500>>4500 bacteria cells.
After 3 hours (3 triples), there would be 4500 * 3 = <<4500*3=13500>>13500 bacteria cells.
After 4 hours (4 triples), there would be 13500 * 3 = <<13500*3=40500>>40500 bacteria cells.
To remove 1/5, calculate 40500 * 1/5 = <<40500*1/5=8100>>8100 cells to be removed.
40500 - 8100 = <<40500-8100=32400>>32400 bacteria cells remain in the lab.
#### 32400"
"A population of bacteria in a laboratory dish doubles every 4 hours. If a scientist starts with 1000 bacteria cells in the dish, how many bacteria cells will be present after 20 hours?","The number of times the bacteria population doubles in 20 hours is 20/4 = <<20/4=5>>5 times.
Starting with 1000 bacteria:  
After 4 hours (1 doubling): 1000 * 2 = <<1000*2=2000>>2000 bacteria
After 8 hours (2 doublings): 2000 * 2 = <<2000*2=4000>>4000 bacteria
After 12 hours (3 doublings): 4000 * 2 = <<4000*2=8000>>8000 bacteria
After 16 hours (4 doublings): 8000 * 2 = <<8000*2=16000>>16000 bacteria
After 20 hours (5 doublings): 16000 * 2 = <<16000*2=32000>>32000 bacteria
#### 32000"
"A village of farmers has 120 acres of farmland that yields 14,400 pounds of wheat in the first year. The farmers expect the yield to increase by 20% each year for the next 5 years due to improved farming techniques. What will be the total yield of wheat from the 120 acres after 5 years of 20% annual increases?","In the first year, the yield is 14,400 pounds.
To calculate the yield for the second year, multiply the first year's yield by 120% (100% + 20% increase): 14,400 * 1.2 = <<14400*1.2=17280>>17,280 pounds
For the third year: 17,280 * 1.2 = <<17280*1.2=20736>>20,736 pounds
For the fourth year: 20,736 * 1.2 = <<20736*1.2=24883.2>>24,883 pounds (rounded to the nearest whole number)
For the fifth year: 24,883 * 1.2 = <<24883*1.2=29859.6>>29,860 pounds (rounded)
For the sixth year: 29,860 * 1.2 = <<29860*1.2=35832>>35,832 pounds
The total yield after 5 years of 20% annual increases will be 35,832 pounds.
#### 35832"
"A bacteria culture starts with 500 cells and doubles in size every 30 minutes. After 2 hours, 20% of the bacteria are killed by an antibiotic. How many bacteria are left after the antibiotic is administered?","The bacteria double every 30 minutes, so in 2 hours (which is 4 30-minute intervals), the bacteria will double 4 times.
Starting with 500, doubling each time:
After 30 min: 500 * 2 = <<500*2=1000>>1000
After 60 min: 1000 * 2 = <<1000*2=2000>>2000 
After 90 min: 2000 * 2 = <<2000*2=4000>>4000
After 120 min: 4000 * 2 = <<4000*2=8000>>8000
So before the antibiotic, there were 8000 bacteria.
The antibiotic kills 20% of 8000: 0.2 * 8000 = <<0.2*8000=1600>>1600 bacteria killed
That leaves 8000 - 1600 = <<8000-1600=6400>>6400 bacteria remaining.
#### 6400"
"A small business that sells handmade soaps starts with an initial inventory of 50 bars. Each month, they produce 20% more soaps than the previous month. After 4 months, they decide to donate 10% of their total inventory to a local charity. How many bars of soap will they have left after the donation?","Month 1: 50 bars
Month 2: 50 * 1.20 = <<50*1.20=60>>60 bars
Month 3: 60 * 1.20 = <<60*1.20=72>>72 bars
Month 4: 72 * 1.20 = <<72*1.20=86.4>>86 bars (rounded down)
Total after 4 months: 50 + 60 + 72 + 86 = <<50+60+72+86=268>>268 bars
10% of 268 = <<268*0.1=26.8>>27 bars donated (rounded up)
Remaining bars after donation: 268 - 27 = <<268-27=241>>241 bars
#### 241"
"A restaurant starts with 5 cups of flour for making their special pizzas. Each day, the restaurant uses 1/4 of the flour they have to make the day's pizzas. After using the flour, the restaurant buys just enough new flour to bring their total supply back up to the amount they had the previous day. If this pattern continues, how many cups of new flour will the restaurant buy over the course of a week (7 days)?","On day 1, the restaurant uses 1/4 of 5 cups, which is 5/4=<<5/4=1.25>>1 cup (rounded down). They then buy 1 cup to bring the total back to 5 cups.
On day 2, they use 1/4 of 5 cups again, which is 1 cup. They buy 1 cup to bring the total back to 5 cups.
This pattern continues for each of the 7 days.
Since they buy 1 cup of flour each day, over the course of 7 days they will buy 1*7=<<1*7=7>>7 cups of new flour.
#### 7"
"A small business is experiencing steady growth in its customer base. At the start of the year, they had 500 customers. Each month, they gain 6% more customers. How many customers will the business have at the end of the year, rounded to the nearest whole number?","Start with 500 customers.
Month 1: 500 * 1.06 = <<500*1.06=530>>530 customers
Month 2: 530 * 1.06 = <<530*1.06=561.8>>562 customers (rounded)
Month 3: 562 * 1.06 = <<562*1.06=595.72>>596 customers (rounded)
Month 4: 596 * 1.06 = <<596*1.06=631.76>>632 customers (rounded)
Month 5: 632 * 1.06 = <<632*1.06=669.92>>670 customers (rounded)
Month 6: 670 * 1.06 = <<670*1.06=710.2>>710 customers (rounded)
Month 7: 710 * 1.06 = <<710*1.06=752.6>>753 customers (rounded)
Month 8: 753 * 1.06 = <<753*1.06=798.18>>798 customers (rounded)
Month 9: 798 * 1.06 = <<798*1.06=845.88>>846 customers (rounded) 
Month 10: 846 * 1.06 = <<846*1.06=896.76>>897 customers (rounded)
Month 11: 897 * 1.06 = <<897*1.06=950.82>>951 customers (rounded)
Month 12: 951 * 1.06 = <<951*1.06=1008.06>>1008 customers (rounded)
#### 1008"
