Question,Answer
"A long-distance runner is training for a marathon. She plans to run 5 days per week, increasing her distance by 10% each week. If she starts by running 15 kilometers per day in the first week, approximately how many total kilometers will she run in the 4 weeks leading up to the marathon?","In the first week, she runs 15 kilometers per day for 5 days. So in week 1, she runs 15 * 5 = <<15*5=75>>75 kilometers.
Each week, she increases her daily distance by 10%. After a 10% increase, her daily distance in week 2 will be 15 * 1.1 = <<15*1.1=16.5>>16.5 kilometers.
In week 2, she will run 16.5 * 5 = <<16.5*5=82.5>>82.5 kilometers.
In week 3, her daily distance will be 16.5 * 1.1 = <<16.5*1.1=18.15>>18.15 kilometers, and she will run 18.15 * 5 = <<18.15*5=90.75>>90.75 kilometers.
In the final week before the marathon, she will run 18.15 * 1.1 = <<18.15*1.1=19.965>>19.965 kilometers per day, totaling 19.965 * 5 = <<19.965*5=99.825>>99.825 kilometers.
Over the 4 weeks, she will run approximately 75 + 82.5 + 90.75 + 99.825 = <<75+82.5+90.75+99.825=348.075>>348.075 kilometers.
Rounded to the nearest whole number, she will run about <<round(348.075)=348>>348 kilometers in total.
#### 348"
"A cargo ship can carry 18,000 tons of goods. It is currently loaded with 12,500 tons of goods and is scheduled to make 3 more stops before reaching its final destination. At the first stop, it unloads 3,200 tons and takes on an additional 1,700 tons. At the second stop, it unloads 2,800 tons and takes on 4,100 tons. At the final stop before reaching its destination, it unloads 1,500 tons. How many tons is the ship carrying when it reaches its final destination?","The ship starts with 12,500 tons of goods.
At the first stop, it unloads 3,200 tons and takes on 1,700 tons.
12,500 - 3,200 + 1,700 = <<12500-3200+1700=11000>>11,000 tons after the first stop.
At the second stop, it unloads 2,800 tons and takes on 4,100 tons.
11,000 - 2,800 + 4,100 = <<11000-2800+4100=12300>>12,300 tons after the second stop.
At the final stop, it unloads 1,500 tons.
12,300 - 1,500 = <<12300-1500=10800>>10,800 tons when it reaches its final destination.
#### 10800"
"A train traveling at a constant speed of 60 miles per hour leaves Chicago heading towards Denver, a distance of 1,000 miles. Three hours later, a second train leaves Denver heading towards Chicago traveling at a constant speed of 80 miles per hour. How many hours after the first train left Chicago do the two trains meet?","Let's define the variables:
t = time in hours after the first train leaves Chicago
x = distance traveled by the first train
y = distance traveled by the second train

The first train travels at 60 mph for t hours, so x = 60t.

The second train leaves Denver 3 hours after the first train leaves Chicago and travels at 80 mph.
It travels for (t-3) hours, so y = 80(t-3).

The trains meet when x + y = 1000.
60t + 80(t-3) = 1000
60t + 80t - 240 = 1000
140t - 240 = 1000
140t = 1240
t = 1240/140 = <<1240/140=8.857142857142858>>8.86 hours (rounded to 8 hours)

The second train left Denver 3 hours after the first train left Chicago.
So, the trains meet 8 - 3 = <<8-3=5>>5 hours after the second train leaves Denver.
#### 5"
"A restaurant is ordering new plates for their dining room. They can purchase a case of 24 plates for $96 or individual plates for $4.50 each. If they need 160 plates total, how much money would they save by purchasing the plates in cases rather than individually?","To purchase 160 plates individually at $4.50 each, it would cost 160 * $4.50 = $<<160*4.50=720>>720.
Since there are 24 plates per case, they would need 160 / 24 = <<160/24=6.67>>7 cases (rounded up to the nearest whole case).
7 cases at $96 each would cost 7 * $96 = $<<7*96=672>>672.
By purchasing cases instead of individual plates, the restaurant would save $720 - $672 = $<<720-672=48>>48.
#### 48"
"A company is planning to give a 5% raise to all of its 120 employees. If the current average salary of the employees is $4,800 per month, what will be the new average monthly salary after the raise?","The current average salary is $4,800 per month.
A 5% raise means the salary will be multiplied by 1.05.
$4,800 * 1.05 = $<<4800*1.05=5040>>5,040
The new average monthly salary after the 5% raise will be $5,040.
#### 5040"
"Enzo is collecting donations for a charity walk. He sets a goal to collect $500 total. So far, he has collected $75 from his parents, $50 from his grandparents, and $25 each from 6 of his friends. If he plans to ask his 4 uncles for equal donations to reach his goal, how much should he ask from each uncle?","Enzo has collected $75 + $50 + (6 * $25) = $<<75+50+(6*25)=275>>275 so far.
To reach his $500 goal, he still needs to collect $500 - $275 = $<<500-275=225>>225.
If he plans to ask his 4 uncles for equal donations, he should ask each for $225 / 4 = $<<225/4=56.25>>56.25.
Rounding to the nearest dollar, Enzo should ask each of his 4 uncles for $<<round(56.25)=56>>56 to reach his $500 goal.
#### 56"
"A supermarket has a special offer on laundry detergent. Normally, a 50 oz bottle costs $8.99. The current promotion allows customers to buy 2 bottles and get the third one free. If a customer has a budget of $50, what is the maximum number of 50 oz bottles of laundry detergent they can purchase during this promotion?","With the current promotion, for every 2 bottles purchased at regular price, the customer gets 1 free.
This means that for every $8.99 * 2 = $<<8.99*2=17.98>>17.98 spent, the customer gets 3 bottles.
To find the maximum number of bottles the customer can buy with $50, we first calculate how many sets of 3 bottles they can purchase:
$50 / $17.98 per set ≈ <<50/17.98=2.78>>2.78 sets (rounded down to 2 sets, as the customer can't buy a partial set)
Since each set includes 3 bottles, the customer can buy 2 sets * 3 bottles per set = <<2*3=6>>6 bottles.
#### 6"
"A jewelry store has a special offer where customers can exchange 5 silver coins for 1 gold coin. If a customer has 180 silver coins, how many gold coins can they receive? Additionally, how many silver coins will they have left over after the exchange?","To find the number of gold coins, we divide the total silver coins by the exchange rate.
180 silver coins / 5 silver coins per gold coin = <<180/5=36>>36 gold coins
To find the remaining silver coins, we use the modulo operator to find the remainder.
180 silver coins % 5 silver coins per gold coin = <<180%5=0>>0 silver coins remaining
Therefore, the customer can receive 36 gold coins and will have 0 silver coins left over.
#### 36"
"A small startup company is developing a new mobile app. They expect the app to generate $0.25 per download. The company has budgeted $12,000 for advertising and expects that each $400 spent on advertising will result in 250 downloads. How much profit can the company expect to make from the app if they spend their entire advertising budget?","The company has a budget of $12,000 for advertising.
Each $400 spent on advertising generates 250 downloads.
With a budget of $12,000, the company can afford $12,000 / $400 = <<12000/400=30>>30 advertising campaigns.
30 advertising campaigns will result in 30 * 250 = <<30*250=7500>>7500 downloads.
At $0.25 per download, 7500 downloads will generate 7500 * $0.25 = $<<7500*0.25=1875>>1875 in revenue.
The company's profit will be the revenue minus the advertising cost: $1875 - $12,000 = $<<1875-12000=-10125>>-10,125.
#### -10125"
"John's family is driving from Chicago to Disney World in Orlando, Florida for a vacation. The total distance is 1752 kilometers. On the first day, they drive for 7 hours at an average speed of 96 km/h. If they plan to drive the same number of hours each day, how many more full days of driving will it take them to reach their destination?","On the first day, they drove 7 * 96 = <<7*96=672>>672 kilometers.
The remaining distance is 1752 - 672 = <<1752-672=1080>>1080 kilometers.
At the same rate of 672 kilometers per day, it will take them an additional 1080 / 672 = <<1080/672=1.6071428571>>1.6071428571 days.
Since we're calculating full days, we round up to <<round(1.6071428571)=2>>2 more full days of driving.
#### 2"
"A factory produces 3600 LED light bulbs per day. Each light bulb consumes 9 watts of power. The factory operates for 12 hours a day. If the cost of electricity is $0.15 per kilowatt-hour, how much does the factory spend on electricity per day to produce these light bulbs?","The factory produces 3600 light bulbs per day, and each light bulb consumes 9 watts.
The total power consumption for the light bulbs is 3600 * 9 = <<3600*9=32400>>32400 watts.
32400 watts is equal to 32.4 kilowatts (1 kilowatt = 1000 watts).
The factory operates for 12 hours a day, so the total energy consumption is 32.4 kW * 12 hours = <<32.4*12=388.8>>388.8 kilowatt-hours.
The cost of electricity is $0.15 per kilowatt-hour.
Therefore, the daily cost of electricity for producing the light bulbs is 388.8 kWh * $0.15/kWh = $<<388.8*0.15=58.32>>58.32.
Rounding to the nearest whole number, the factory spends $<<round(58.32)=58>>58 per day on electricity to produce the LED light bulbs.
#### 58"
"A bakery uses 2.5 ounces of chocolate chips per cookie. If the bakery receives a shipment of 6 ten-pound bags of chocolate chips, and each bag contains 16 ounces, how many chocolate chip cookies can the bakery make from the shipment?","There are 16 ounces in 1 pound, so each 10-pound bag contains 10 * 16 = <<10*16=160>>160 ounces of chocolate chips.
The bakery received 6 bags, so the total amount of chocolate chips is 6 * 160 = <<6*160=960>>960 ounces.
Each cookie requires 2.5 ounces of chocolate chips, so the number of cookies the bakery can make is 960 / 2.5 = <<960/2.5=384>>384 cookies.
#### 384"
"A factory produces 1200 cans of soda per hour. The cans are packaged into boxes, each containing 24 cans. If the factory operates for 8 hours a day, 5 days a week, how many boxes of soda will be produced in 2 weeks?","The factory produces 1200 cans per hour, and there are 24 cans in each box. So, the factory produces 1200 / 24 = <<1200/24=50>>50 boxes per hour.
In a day, the factory operates for 8 hours, so it produces 50 * 8 = <<50*8=400>>400 boxes per day.
In a week, the factory operates for 5 days, so it produces 400 * 5 = <<400*5=2000>>2000 boxes per week.
In 2 weeks, the factory will produce 2000 * 2 = <<2000*2=4000>>4000 boxes of soda.
#### 4000"
"A music streaming service charges $9.99 per month for its premium subscription. If a user switches to the annual billing option, they receive a 20% discount on the total yearly cost. How much money would a user save per year by choosing the annual billing option instead of the monthly one?","Without the discount, the user would pay $9.99 * 12 = $<<9.99*12=119.88>>119.88 per year on the monthly plan.
A 20% discount on $119.88 is calculated as $119.88 * 0.20 = $<<119.88*0.20=23.98>>23.98.
The annual cost after the 20% discount is $119.88 - $23.98 = $<<119.88-23.98=95.90>>95.90.
Rounded to the nearest whole number, the user would save $<<round(23.98)=24>>24 per year by choosing the annual billing option.
#### 24"
"A construction worker earns $25 per hour for regular work and $37.50 per hour for overtime. He worked 32 regular hours and 12 overtime hours this week. If he sets aside 28% of his earnings for taxes, how much take-home pay will he have this week?","For regular work, the worker earns 32 * $25 = $<<32*25=800>>800.
For overtime work, he earns 12 * $37.50 = $<<12*37.5=450>>450.
His total earnings for the week are $800 + $450 = $<<800+450=1250>>1250.
He sets aside 28% of $1250 for taxes, which is 0.28 * $1250 = $<<0.28*1250=350>>350.
His take-home pay for the week is $1250 - $350 = $<<1250-350=900>>900.
#### 900"
"A factory is filling bags of chips that weigh 28 grams each. The factory runs 16 hours a day and can fill an average of 500 bags per hour. If a case of chips contains 12 bags, how many cases can the factory produce in 2 weeks if they work 5 days each week?","The factory runs 16 hours per day and fills 500 bags per hour.
So in one day, the factory fills 500 * 16 = <<500*16=8000>>8000 bags.
A case contains 12 bags, so the factory produces 8000 / 12 = <<8000/12=666.6666666666666>>667 cases per day.
In 2 weeks, there are 2 * 5 = <<2*5=10>>10 working days.
In 10 days, the factory will produce 667 * 10 = <<667*10=6670>>6670 cases.
#### 6670"
"A school cafeteria has 15 circular tables. Each table has 8 chairs. If there are currently 96 students in the cafeteria and each chair can only be occupied by one student at a time, how many chairs are still available?","The total number of chairs in the cafeteria is 15 * 8 = <<15*8=120>>120 chairs.
There are currently 96 students in the cafeteria.
The number of available chairs is 120 - 96 = <<120-96=24>>24 chairs.
#### 24"
"A restaurant uses 12 ounces of flour to make a 14-inch pizza crust. The restaurant just received a shipment of 48 pounds of flour. If there are 16 ounces in 1 pound, how many 14-inch pizza crusts can the restaurant make with the new shipment of flour?","First, we need to convert the 48 pounds of flour into ounces.
There are 16 ounces in 1 pound, so 48 pounds * 16 ounces/pound = <<48*16=768>>768 ounces of flour.
Each 14-inch pizza crust requires 12 ounces of flour.
To determine the number of pizza crusts, we divide the total ounces of flour by the ounces required per crust.
768 ounces / 12 ounces per crust = <<768/12=64>>64 crusts.
Therefore, the restaurant can make 64 14-inch pizza crusts with the new shipment of flour.
#### 64"
