Question,Answer
"A turtle and a rabbit decide to race across a field that is 120 meters long. The turtle moves at a steady pace of 10 meters per minute, while the rabbit starts off at 30 meters per minute but takes a 2-minute break every 3 minutes. If they start at the same time, how many minutes will it take for the turtle to catch up to the rabbit?","In 3 minutes, the turtle travels 10 meters per minute * 3 minutes = <<10*3=30>>30 meters.
In the same 3 minutes, the rabbit travels 30 meters per minute * 3 minutes = <<30*3=90>>90 meters.
The rabbit then takes a 2-minute break, during which the turtle travels 10 meters per minute * 2 minutes = <<10*2=20>>20 meters.
After the first break, the turtle has traveled 30 + 20 = <<30+20=50>>50 meters, while the rabbit has traveled 90 meters.
In the next 3 minutes, the turtle travels another 30 meters, bringing its total to 50 + 30 = <<50+30=80>>80 meters.
Meanwhile, the rabbit travels another 90 meters, bringing its total to 90 + 90 = <<90+90=180>>180 meters.
The rabbit takes another 2-minute break, during which the turtle travels another 20 meters, bringing its total to 80 + 20 = <<80+20=100>>100 meters.
The turtle will catch up to the rabbit when they have both traveled 120 meters.
The turtle reaches 120 meters after traveling another 20 meters, which takes 20 meters / 10 meters per minute = <<20/10=2>>2 minutes.
Therefore, the turtle will catch up to the rabbit after 3 + 2 + 3 + 2 + 2 = <<3+2+3+2+2=12>>12 minutes.
#### 12"
"A factory can produce 500 items in 8 hours. At this rate, how many additional hours will it take to produce another 375 items?","The factory produces 500 items in 8 hours, which means it produces 500/8 = <<500/8=62.5>>62.5 items per hour.
To produce 375 items at this rate, it will take 375/62.5 = <<375/62.5=6>>6 additional hours.
#### 6"
"A factory machine can produce 120 widgets per hour. A second machine is 25% faster. If both machines run for 6 hours, how many more widgets will the second machine produce compared to the first machine?","The first machine produces 120 widgets per hour. Running for 6 hours it will produce 120 * 6 = <<120*6=720>>720 widgets.
The second machine is 25% faster, so it produces 120 * 1.25 = <<120*1.25=150>>150 widgets per hour.
Running for 6 hours, the second machine will produce 150 * 6 = <<150*6=900>>900 widgets.
Therefore, the second machine will produce 900 - 720 = <<900-720=180>>180 more widgets than the first machine in 6 hours.
#### 180"
"A factory produces 500 widgets per day. Each day, 5% of the widgets are found to be defective and are discarded. The remaining widgets are packaged into boxes, with each box containing 25 widgets. The factory operates for 22 days a month. How many boxes of widgets are produced in a month?","The factory produces 500 widgets per day, but 500 * 0.05 = <<500*0.05=25>>25 widgets are discarded each day.
This means 500 - 25 = <<500-25=475>>475 non-defective widgets are produced per day.
Each box contains 25 widgets, so 475 ÷ 25 = <<475/25=19>>19 boxes are filled each day.
The factory operates for 22 days a month, so 19 * 22 = <<19*22=418>>418 boxes are produced in a month.
#### 418"
"Karen is traveling by train to visit her sister who lives 240 miles away. The train travels at an average speed of 60 miles per hour. After 2 hours, the train makes a 30-minute stop before continuing the journey at the same speed. How many minutes in total will Karen's train ride take?","In the first 2 hours, the train travels 60 miles per hour * 2 hours = <<60*2=120>>120 miles.
This leaves 240 - 120 = <<240-120=120>>120 miles left to travel.
The train stops for 30 minutes, which is <<30/60=0.5>>0.5 hours.
To cover the remaining 120 miles at 60 miles per hour takes 120 / 60 = <<120/60=2>>2 hours.
So the total time is 2 + 0.5 + 2 = <<2+0.5+2=4.5>>4.5 hours.
4.5 hours is equal to 4.5 * 60 = <<4.5*60=270>>270 minutes.
#### 270"
"A factory production line can assemble 120 widgets per hour. After some upgrades, the production speed increased to 150 widgets per hour. If the factory operates for 8 hours per day, 5 days per week, how many more widgets can the upgraded production line produce in 3 weeks compared to the old production line?","The old production line produced 120 widgets per hour * 8 hours per day * 5 days per week = <<120*8*5=4800>>4800 widgets per week.
In 3 weeks, the old line would have produced 4800 widgets per week * 3 weeks = <<4800*3=14400>>14400 widgets.
The upgraded line produces 150 widgets per hour * 8 hours per day * 5 days per week = <<150*8*5=6000>>6000 widgets per week.  
In 3 weeks, the upgraded line will produce 6000 widgets per week * 3 weeks = <<6000*3=18000>>18000 widgets.
Thus, the upgraded line will produce 18000 - 14400 = <<18000-14400=3600>>3600 more widgets in 3 weeks than the old line.
#### 3600"
"A park ranger needs to drive around the perimeter of a rectangular park. The park is 3 miles long and 1.5 miles wide. The ranger's truck has a maximum speed of 30 miles per hour, but he has to slow down to 15 miles per hour when driving on the shorter sides of the park due to rough terrain. How many minutes will it take the ranger to make one complete loop around the park?","The perimeter of the park is 2*3 + 2*1.5 = <<2*3+2*1.5=9>>9 miles.
The ranger drives 3 miles at 30 mph, which takes 3/30 = <<3/30=0.1>>0.1 hours or 0.1*60 = <<0.1*60=6>>6 minutes per long side of the park. There are 2 long sides.
The ranger drives 1.5 miles at 15 mph, which takes 1.5/15 = <<1.5/15=0.1>>0.1 hours or 0.1*60 = <<0.1*60=6>>6 minutes per short side of the park. There are 2 short sides.
The total time is (6*2)+(6*2) = <<(6*2)+(6*2)=24>>24 minutes to drive around the perimeter of the park.
#### 24"
"A factory produces 500 bottles per hour at its normal rate. During a power outage, the factory can only produce at 60% of its normal rate. The power is out for 3 hours before being restored. How many fewer bottles does the factory produce during the 3-hour outage compared to normal operation?","At the normal rate, the factory would produce 500 bottles/hour * 3 hours = <<500*3=1500>>1500 bottles in 3 hours.
During the outage, the factory produces at 60% of 500 bottles/hour, which is 0.6 * 500 = <<0.6*500=300>>300 bottles/hour.
Over the 3-hour outage, the factory produces 300 bottles/hour * 3 hours = <<300*3=900>>900 bottles.
Thus, during the outage, the factory produces 1500 - 900 = <<1500-900=600>>600 fewer bottles compared to normal operation.
#### 600"
"A train travels at a constant speed of 80 miles per hour. It takes 3 hours to reach its first stop, where it stays for 30 minutes. It then continues for another 2 hours at the same speed until it reaches its final destination. If a car left at the same time as the train and traveled the same route at a constant speed of 60 miles per hour without stopping, how much earlier, in minutes, would the car arrive at the final destination compared to the train?","The train travels for 3 hours at 80 miles per hour, covering a distance of 3 * 80 = <<3*80=240>>240 miles to reach the first stop.
It then continues for another 2 hours at the same speed, covering an additional 2 * 80 = <<2*80=160>>160 miles.
The total distance covered by the train is 240 + 160 = <<240+160=400>>400 miles.
The train's total travel time is 3 hours + 30 minutes + 2 hours = 5 hours and 30 minutes, or <<5*60+30=330>>330 minutes.
The car, traveling at 60 miles per hour, will take 400 miles ÷ 60 miles per hour ≈ <<round(400/60,0)=7>>7 hours, or 7 * 60 = <<7*60=420>>420 minutes, to cover the same distance.
The car will arrive 420 - 330 = <<420-330=90>>90 minutes earlier than the train at the final destination.
#### 90"
"A furniture store delivers a new couch to a customer's house which is 20 miles away. The delivery truck departs the store at 10:00 AM, driving at an average speed of 30 miles per hour. After dropping off the couch, the truck immediately returns to the store at an average speed of 40 miles per hour. What time will the truck arrive back at the store?","Driving to the customer's house, the truck travels 20 miles at 30 miles per hour. This takes 20 / 30 = <<20/30=0.6666666666666666>>0.67 hours, which is 0.67 * 60 = <<0.67*60=40.2>>40 minutes.
The truck will arrive at the customer's house at 10:40 AM.
Returning to the store, the truck travels 20 miles at 40 miles per hour. This takes 20 / 40 = <<20/40=0.5>>0.5 hours, which is 0.5 * 60 = <<0.5*60=30>>30 minutes.
The truck will arrive back at the store 30 minutes after 10:40 AM, which is 11:10 AM.
#### 11:10 AM"
"A space shuttle orbits the Earth at a speed of 17,500 miles per hour. It takes 90 minutes to complete one orbit. If the shuttle orbits the Earth 16 times per day, how many miles does it travel in a 30-day month?","The space shuttle travels at 17,500 miles per hour for 90 minutes per orbit.
90 minutes is equal to 90/60 = <<90/60=1.5>>1.5 hours.
In one orbit, the shuttle travels 17,500 * 1.5 = <<17500*1.5=26250>>26,250 miles.
If the shuttle orbits 16 times per day, it travels 26,250 * 16 = <<26250*16=420000>>420,000 miles per day.
In a 30-day month, the shuttle travels 420,000 * 30 = <<420000*30=12600000>>12,600,000 miles.
#### 12600000"
"A rocket ship travels at a speed of 25,000 miles per hour. It takes 3 hours to reach the moon, and another 2 hours to return to Earth. If the rocket ship makes this trip 5 times, how many total hours will it spend traveling?","Each trip to the moon takes 3 hours, and each return trip takes 2 hours. So a round trip takes 3 + 2 = <<3+2=5>>5 hours.
5 round trips will take 5 * 5 = <<5*5=25>>25 hours.
#### 25"
"A cruise ship travels at a speed of 20 knots for 3 hours, then slows down to 15 knots for the next 2 hours due to rough seas. If the ship maintains a speed of 18 knots for the remaining 4 hours of the journey, how many nautical miles will the ship have traveled in total?","In the first 3 hours, the ship travels 20 knots * 3 hours = <<20*3=60>>60 nautical miles.
For the next 2 hours, the ship travels 15 knots * 2 hours = <<15*2=30>>30 nautical miles.
In the final 4 hours, the ship travels 18 knots * 4 hours = <<18*4=72>>72 nautical miles.
The total distance traveled by the ship is 60 + 30 + 72 = <<60+30+72=162>>162 nautical miles.
#### 162"
"A factory produces 150 toys per hour. It takes 20 minutes to package 50 toys for shipping. If the factory operates for 8 hours a day, how many more toys are produced than packaged in a day?","The factory produces 150 toys per hour * 8 hours = <<150*8=1200>>1200 toys per day.
In 20 minutes, 50 toys are packaged. In 1 hour (60 minutes), 50 * 3 = <<50*3=150>>150 toys are packaged.
In 8 hours, 150 * 8 = <<150*8=1200>>1200 toys are packaged per day.
The difference between toys produced and packaged is 1200 - 1200 = <<1200-1200=0>>0 toys per day.
#### 0"
"A factory produces widgets at a rate of 120 per hour. After 3 hours, the machine breaks down and production stops for 30 minutes. When the machine is fixed, it runs at 80% of its original speed for the next 2 hours before returning to its normal rate. How many widgets does the factory produce in an 8-hour shift?","In the first 3 hours, the machine produces 120 widgets per hour * 3 hours = <<120*3=360>>360 widgets.
Production is stopped for 30 minutes, which is 0.5 hours, so in the next 2 hours the machine produces 120 * 0.8 = <<120*0.8=96>>96 widgets per hour.
96 widgets per hour * 2 hours = <<96*2=192>>192 widgets.
In the remaining 2.5 hours, the machine produces 120 widgets per hour * 2.5 hours = <<120*2.5=300>>300 widgets.
Therefore, in the 8-hour shift, the factory produces 360 + 192 + 300 = <<360+192+300=852>>852 widgets.
#### 852"
"A toy car takes 4 seconds to complete one lap around a circular track. If the track is 10 feet in circumference and the car maintains a constant speed, how many feet will the car travel in 2 minutes?","The car takes 4 seconds to complete one lap of 10 feet.
In one minute (60 seconds), the car will complete 60/4 = <<60/4=15>>15 laps.
In 15 laps, the car will travel 15 * 10 = <<15*10=150>>150 feet.
In 2 minutes, the car will travel 150 * 2 = <<150*2=300>>300 feet.
#### 300"
"A submarine travels underwater at a speed of 25 miles per hour for 3 hours. It then surfaces and travels at a speed of 40 miles per hour for another 2 hours. If a ship travels at a constant speed of 30 miles per hour, how much farther will the submarine travel compared to the ship after a total of 5 hours?","The submarine travels 25 miles per hour * 3 hours = <<25*3=75>>75 miles underwater.
It then travels 40 miles per hour * 2 hours = <<40*2=80>>80 miles on the surface.
In total, the submarine travels 75 + 80 = <<75+80=155>>155 miles.
The ship travels at 30 miles per hour for 5 hours, so it covers 30 * 5 = <<30*5=150>>150 miles.
Therefore, the submarine will travel 155 - 150 = <<155-150=5>>5 miles farther than the ship after 5 hours.
#### 5"
